BANC,FAFB,MCNS
720575941562789639,720575940625371024,806355
720575941408394031,720575940621554864,814595
720575941547161633,720575940625051725,517088
720575941723263290,720575940624186407,805289
720575941549896510,720575940627295242,22541
720575941595793308,720575940622654471,47377
720575941633441979,720575940633013412,29601
720575941441596507,720575940634881175,85006
720575941544169577,720575940604701374,174293
720575941484501645,720575940607451570,546071
720575941624927114,720575940607182722,52719
720575941632310469,720575940625094670,53951
720575941452872873,720575940631563148,137617
720575941452180346,720575940606182758,814460
720575941546777020,720575940633839979,526187
720575941478666882,720575940618083749,43656
720575941480605519,720575940608508484,74569
720575941600053801,720575940618132017,97466
720575941507607877,720575940609352643,15241
720575941438665746,720575940622637575,809997
720575941560616563,720575940621716207,162733
720575941588322372,720575940628743441,818291
720575941609181514,720575940654273185,547398
720575941571827272,720575940631283727,59625
720575941524380953,720575940655176353,131179
720575941573647867,720575940629915392,815617
720575941400710435,720575940616078081,29561
720575941550413885,720575940626685962,120852
720575941497102464,720575940627661720,517698
720575941476790833,720575940621196037,32285
720575941438471212,720575940611084494,110138
720575941531867877,720575940637410394,30503
720575941493322928,720575940633032273,90553
720575941662970236,720575940624352747,175280
720575941440570453,720575940633701487,71975
720575941482860218,720575940613054322,52063
720575941565980775,720575940626399400,41253
720575941564004759,720575940628731756,904133
720575941467217942,720575940639604789,127028
720575941588546871,720575940630327162,219509
720575941567928178,720575940623778229,35465
720575941480202882,720575940631583519,26798
720575941458411760,720575940614558826,59984
720575941440671829,720575940624261193,535618
720575941469941771,720575940621268907,82708
720575941448819805,720575940635341431,512788
720575941557419246,720575940620832603,72668
720575941497441353,720575940627222915,55540
720575941563332662,720575940612574435,532907
720575941454792173,720575940632991935,25224
720575941572925947,720575940621756070,517896
720575941448056413,720575940632044562,107327
720575941438995775,720575940619305374,143605
720575941633045435,720575940620160341,822862
720575941642876242,720575940629410048,38072
720575941454837043,720575940632052194,90557
720575941519781555,720575940623725773,83249
720575941620409471,720575940619575979,111728
720575941437812012,720575940631159660,47686
720575941576237750,720575940614576168,20654
720575941536048321,720575940622706420,155537
720575941633260485,720575940615628486,58018
720575941463846157,720575940631305467,55341
720575941470393355,720575940621604033,59483
720575941458685087,720575940617276889,182904
720575941490060494,720575940631309905,911666
720575941408409135,720575940617425947,260581
720575941545804988,720575940615660613,944269
720575941456523501,720575940636830094,66849
720575941573451259,720575940629539710,804394
720575941611314762,720575940605776416,805920
720575941519341678,720575940621176747,85023
720575941663669372,720575940619762880,36435
720575941481361338,720575940638536774,116003
720575941488097488,720575940621832001,805369
720575941536502042,720575940612902001,107578
720575941438323167,720575940637679216,33736
720575941626183050,720575940639331829,547267
720575941688864012,720575940623579371,48468
720575941542314757,720575940620445460,91079
720575941499293409,720575940615182033,35922
720575941586147462,720575940622513012,13214
720575941460468880,720575940626940687,37575
720575941542333788,720575940623159902,114721
720575941547117748,720575940633639776,44490
720575941451654727,720575940632360019,82318
720575941524167755,720575940625274099,205328
720575941557039012,720575940604074174,38911
720575941547282100,720575940648476281,154798
720575941414625564,720575940621400486,145447
720575941502229899,720575940633741229,807267
720575941481086205,720575940623932440,131626
720575941527840934,720575940631423439,62102
720575941730016811,720575940621214891,133848
720575941627483193,720575940623784428,791416133
720575941496630471,720575940616560450,812088
720575941436041490,720575940628614487,118911
720575941631302048,720575940626730814,37261
720575941596229253,720575940627658554,133461
720575941614963097,720575940622587018,512514
720575941613524377,720575940621573824,140692
720575941535028234,720575940620651247,86303
720575941611314409,720575940618916123,811562
720575941548846141,720575940624670647,110369
720575941548594804,720575940608384860,38974
720575941627405369,720575940625624295,518320
720575941404451440,720575940620235759,203960
720575941401775651,720575940631011415,48867
720575941629811750,720575940627047400,66676
720575941520017880,720575940626670650,641453735
720575941452858695,720575940631691624,914097
720575941413290388,720575940631928121,120849
720575941530482661,720575940611451033,104773
720575941519216856,720575940613822445,88701
720575941534213042,720575940607346889,12478
720575941475934238,720575940645122583,15149
720575941639192351,720575940644478999,117459
720575941625995884,720575940630980567,521109
720575941510346768,720575940607856770,133290
720575941642437281,720575940640207669,81937
720575941553342106,720575940634907673,68370
720575941504147435,720575940622694069,163826
720575941668742567,720575940618357126,515877
720575941595908508,720575940624928270,87043
720575941528485835,720575940618543873,60488
720575941461560004,720575940630917623,123251
720575941411034991,720575940625972016,72105
720575941655805140,720575940625671660,811697
720575941516925550,720575940620778623,77452
720575941465924886,720575940626833941,814439
720575941656899096,720575940624022823,75473
720575941490843367,720575940618350676,51132
720575941471845472,720575940614569470,51565
720575941603791350,720575940633302995,543286
720575941470219229,720575940630712028,197329
720575941548890657,720575940613994134,53639
720575941450193742,720575940628648759,71428
720575941507584325,720575940624762260,80173
720575941565705526,720575940611508686,65520
720575941609816553,720575940632214034,99964
720575941639531125,720575940628659049,30942
720575941488836041,720575940616018794,535789
720575941466961942,720575940627087463,430178
720575941560526830,720575940622975501,512368
720575941603763390,720575940625101360,72025
720575941506070657,720575940615919372,32123
720575941431970519,720575940621220336,399751849
720575941589816318,720575940629170741,126096
720575941598884137,720575940609733387,580937
720575941531269763,720575940627650888,811033
720575941461275536,720575940622274113,38513
720575941484553538,720575940617650203,19393
720575941632890821,720575940633093165,139575
720575941513638097,720575940636608142,935848
720575941574613256,720575940613486563,50899
720575941671574695,720575940612964374,804504
720575941623351963,720575940633224519,131660
720575941534555658,720575940633279775,117349
720575941500660363,720575940625495276,154313
720575941503566530,720575940624539655,111261
720575941563358774,720575940609263371,130251
720575941523216715,720575940613006229,248502
720575941469273719,720575940632285199,905500
720575941535926248,720575940645199748,129469
720575941525530137,720575940638607779,178234
720575941631461024,720575940617864961,25780
720575941458693791,720575940614829986,182027
720575941597981340,720575940618651608,580414
720575941544759145,720575940632415257,70792
720575941567149358,720575940615409046,89492
720575941453034665,720575940628125444,802446
720575941477879426,720575940627259962,19680
720575941564985607,720575940631086649,141073
720575941516645336,720575940614051821,195827
720575941563306503,720575940622592726,120347
720575941567823406,720575940618172509,109774
720575941723275578,720575940639955059,90392
720575941686724620,720575940626799920,39467
720575941612891100,720575940615019974,26119
720575941545489413,720575940632388252,808145
720575941612110118,720575940655774113,104680
720575941669960113,720575940628487153,17197
720575941651289621,720575940625536295,135546
720575941449542069,720575940631834927,28674
720575941538616981,720575940632517028,52928
720575941411100843,720575940626985219,126159
720575941518721496,720575940622158806,108193
720575941500685963,720575940629697786,32624
720575941473166944,720575940630607354,911719
720575941609397225,720575940640782989,61243
720575941504801084,720575940633916717,92666
720575941507152513,720575940616233439,811039
720575941434720910,720575940631265495,137430
720575941456067824,720575940610227162,58640
720575941472618592,720575940623325932,99860
720575941545463401,720575940641462925,137025
720575941598219200,720575940615432871,822523
720575941645246584,720575940624051760,90186
720575941565291310,720575940647946292,25351
720575941652633305,720575940628656405,813401
720575941512936145,720575940644928547,133200
720575941468005398,720575940621472294,514602
720575941543636741,720575940623176728,175204
720575941535774913,720575940630690508,64430
720575941534551562,720575940642465755,184317
720575941411221163,720575940652606881,803821
720575941613512089,720575940625503979,536607
720575941558492275,720575940635659748,154024
720575941514050627,720575940631258655,109754
720575941643977848,720575940626892421,71734
720575941589988492,720575940614046395,805343
720575941517293740,720575940612775720,159496
720575941432753166,720575940633512604,46569
720575941530752715,720575940632168760,132923
720575941592139816,720575940613226221,59852
720575941470510656,720575940637081455,807037
720575941626474092,720575940639239908,67086
720575941495904199,720575940634620953,531527
720575941687929307,720575940621175744,116890
720575941519584947,720575940642421493,512321
720575941431298318,720575940621712821,70080
720575941452840775,720575940610841038,911878
720575941449638493,720575940640093811,67429
720575941534413802,720575940639834739,87647
720575941638670197,720575940610638434,259442
720575941491304654,720575940638359386,90711
720575941555233793,720575940622036950,71002
720575941689476827,720575940622485786,83882
720575941536797978,720575940614098995,82728
720575941392665750,720575940617710934,215681
720575941531370187,720575940626434348,804840
720575941553366555,720575940617932289,903267
720575941514482691,720575940629515024,808771
720575941503539287,720575940620566181,86662
720575941451775815,720575940625762179,76111
720575941583634054,720575940660269185,125846
720575941470733323,720575940612990101,79948
720575941533694642,720575940628834832,22965
720575941478601834,720575940632392735,817724
720575941596146053,720575940628783632,31397
720575941515444739,720575940618267557,140838
720575941565630103,720575940613001256,910535
720575941524348953,720575940618940096,136735
720575941492351870,720575940610319428,99208
720575941500888459,720575940618377521,122277
720575941527201794,720575940605355966,179856
720575941440760271,720575940622631943,27508
720575941448117012,720575940619893887,809628
720575941643596626,720575940606727945,811207
720575941472980778,720575940616077173,812785
720575941611653734,720575940630198011,519310
720575941427594068,720575940621020993,512663
720575941552245054,720575940613559525,57126
720575941475766122,720575940616173324,94338
720575941631390917,720575940625728714,40455
720575941450674254,720575940618192694,556306
720575941436440864,720575940609729289,45356
720575941628266297,720575940640615808,28879
720575941450138446,720575940627268995,40481
720575941481907642,720575940632875746,78273
720575941544244668,720575940640181309,806602
720575941490136117,720575940628802320,67890
720575941596649664,720575940614220328,807217
720575941479342048,720575940624046026,904238
720575941515812698,720575940633127906,72718
720575941503634341,720575940620827841,53646
720575941476969521,720575940615656342,120098
720575941594946437,720575940625182341,42965
720575941603182782,720575940635276698,70121
720575941447831060,720575940619730964,39593
720575941479974368,720575940610524339,517812
720575941504389029,720575940629791288,64828
720575941468792951,720575940620893761,59235
720575941529696644,720575940639382717,71279
720575941526179842,720575940621581739,131848
720575941518548184,720575940632091203,807290
720575941534802881,720575940642245742,115424
720575941593766507,720575940615550905,800835
720575941587147998,720575940632464963,48954
720575941501933250,720575940630707906,61055
720575941520083639,720575940607284610,133201
720575941537626866,720575940641292496,121548
720575941568451374,720575940620368731,77170
720575941645545928,720575940627418184,819179
720575941502559426,720575940643862820,117754
720575941440089429,720575940625831864,33781
720575941573704335,720575940613123368,138020
720575941459442502,720575940611432306,811785
720575941573213597,720575940621323685,109629
720575941546526057,720575940630001464,27115
720575941456257183,720575940614684847,73121
720575941681625789,720575940624370116,95494
720575941514151171,720575940622368792,580401
720575941505215653,720575940621275329,123087
720575941590980862,720575940629761435,18502
720575941666505971,720575940633933229,59283
720575941427599956,720575940625701424,15985
720575941643794120,720575940621288230,127306
720575941535107521,720575940614891315,92520
720575941499593890,720575940638574143,17311
720575941431078575,720575940624657591,62442
720575941534548417,720575940635231071,545198
720575941604998590,720575940630904567,50207
720575941564187655,720575940621582156,114344
720575941598728896,720575940609825230,531179
720575941480918179,720575940623525258,12400
720575941486357510,720575940636111735,568902
720575941431865592,720575940613562274,115535
720575941546421865,720575940622425114,140505
720575941569840116,720575940609079854,529056
720575941575638632,720575940631202511,96151
720575941450084174,720575940620726208,86944
720575941581221497,720575940615140202,24575
720575941625770378,720575940625896718,39983
720575941523038455,720575940627546750,28519
720575941465628694,720575940631665721,118697
720575941655029716,720575940625006157,108825
720575941567770994,720575940653695905,67529
720575941536061155,720575940639384947,90803
720575941411447467,720575940637897193,50595
720575941653761809,720575940629412682,55081
720575941643626834,720575940611856498,228548
720575941539159026,720575940609302211,154820
720575941729985579,720575940618238548,95646
720575941514604281,720575940638998079,130433
720575941529649867,720575940610760306,532103
720575941546281864,720575940607970313,218959
720575941633749179,720575940631458733,35478
720575941535989475,720575940626890027,515172
720575941659148880,720575940611807919,52323
720575941498671739,720575940613214058,70831
720575941560343155,720575940624836615,75569
720575941431742639,720575940632799336,53865
720575941563453864,720575940625820308,57934
720575941447591246,720575940639777955,19535
720575941530110667,720575940638547508,76909
720575941498212833,720575940612165859,804186
720575941572673950,720575940631892291,914632
720575941474074976,720575940619749579,575576
720575941443072170,720575940624589287,46095
720575941526396930,720575940629869059,43312
720575941632876960,720575940621913215,67622
720575941552451329,720575940632380178,58599
720575941485370630,720575940614941491,818872
720575941497619273,720575940623312391,115161
720575941687761135,720575940611502178,126230
720575941528399051,720575940641988597,126258
720575941560172559,720575940654912417,113968
720575941496548731,720575940625479370,98468
720575941409142699,720575940622757895,536879
720575941495966407,720575940606202814,100654
720575941459730131,720575940627276889,139058
720575941593759781,720575940603545190,46660
720575941555122771,720575940623905636,911454
720575941596185989,720575940624382727,185489
720575941558531117,720575940630921005,23374
720575941645388408,720575940611698674,73798
720575941604825022,720575940634740378,84716
720575941486514061,720575940612522961,807048
720575941609090378,720575940618207936,32913
720575941626132076,720575940632303073,937495
720575941459183315,720575940633612258,222812
720575941473057066,720575940608487772,536262
720575941523347191,720575940632110354,112070
720575941522276599,720575940621634438,116782
720575941454371379,720575940631557699,114887
720575941591917931,720575940625378279,525642
720575941671092391,720575940639301747,123964
720575941496286025,720575940614186415,116145
720575941615573145,720575940626081212,34055
720575941671509927,720575940645709348,32052
720575941511563218,720575940630539335,23046
720575941573413960,720575940639156799,825899
720575941601880310,720575940637568613,115714
720575941430653793,720575940627152911,41053
720575941471588875,720575940618095444,176313
720575941551588506,720575940617303382,104644
720575941592568357,720575940630914863,148090
720575941440235711,720575940632229930,134701
720575941593340711,720575940625499912,544317
720575941679645373,720575940620376340,121525
720575941690416024,720575940632433052,85798
720575941446213908,720575940653623201,41135
720575941544713404,720575940603600230,121119
720575941491129294,720575940627095554,61434
720575941508542674,720575940624604560,62338
720575941561907368,720575940616479389,810102
720575941613209564,720575940647946804,77376
720575941527236708,720575940609647729,818778
720575941619599487,720575940623902727,34178
720575941558126095,720575940623137741,532652
720575941619015807,720575940621711642,86497
720575941547274932,720575940619169414,160349
720575941526712066,720575940631940200,74563
720575941535863523,720575940636074863,74737
720575941521485643,720575940623325389,119534
720575941539847260,720575940624614292,94457
720575941545955252,720575940623246995,66424
720575941666281715,720575940627096876,23892
720575941550948231,720575940631197228,148083
720575941454878003,720575940630394167,59562
720575941585879430,720575940636653914,131273
720575941448197725,720575940617034713,49177
720575941563646610,720575940639924176,19387
720575941432512983,720575940635372700,121650
720575941519951470,720575940624681520,514916
720575941516719507,720575940620903518,513237
720575941566088238,720575940627234069,78024
720575941430759895,720575940626341680,163473
720575941412372369,720575940618429853,800791
720575941462064397,720575940637321847,526128
720575941546189929,720575940606358961,47184
720575941689187480,720575940632584275,170312
720575941637642357,720575940629837306,25033
720575941504684226,720575940616748249,954628512
720575941529676676,720575940632239976,515500
720575941469580299,720575940618663617,137759
720575941609419878,720575940620624976,84331
720575941491674574,720575940622457641,94127
720575941588978244,720575940614872574,72437
720575941515325699,720575940629580304,100699
720575941453244211,720575940634461280,96023
720575941523506251,720575940606156064,808245
720575941687068655,720575940626616707,58932
720575941629280550,720575940628296245,145762
720575941530124728,720575940625065653,129947
720575941464904982,720575940618317090,62141
720575941594829861,720575940644125600,544533
720575941645023905,720575940625868440,809931
720575941472078122,720575940626319235,30486
720575941644560504,720575940628723578,163087
720575941441863259,720575940611426161,155279
720575941613819100,720575940627663698,904932
720575941574807144,720575940613448415,196773
720575941596215665,720575940614620831,179749
720575941480587906,720575940624571575,76132
720575941505150629,720575940633305951,813950
720575941596234865,720575940633579745,520032
720575941444132778,720575940621057159,807015
720575941536169738,720575940624457412,816465
720575941532051429,720575940623468031,122159
720575941524753229,720575940616929675,58221
720575941600683049,720575940615915805,108948
720575941614546707,720575940628268616,379170143
720575941491035854,720575940636751717,145832
720575941434785934,720575940615435926,125570
720575941546784873,720575940636082936,806791
720575941533094081,720575940623791373,104770
720575941610181734,720575940620597232,148888
720575941565124918,720575940632438058,127369
720575941533823576,720575940629948176,106443
720575941653542673,720575940613176086,50957
720575941475037489,720575940640304181,75047
720575941465574998,720575940627469898,48739
720575941602165689,720575940619186846,68085
720575941595956337,720575940624523015,130883
720575941557786276,720575940634584033,79991
720575941687899611,720575940618735105,84790
720575941652511473,720575940632318506,62796
720575941596830912,720575940617331345,86131
720575941689152886,720575940609194962,903513
720575941527147686,720575940616191861,10331
720575941482278083,720575940628553201,815581
720575941350274352,720575940619679915,38329
720575941490904012,720575940633281272,131160
720575941515782755,720575940632303441,108790
720575941399251235,720575940619572382,88520
720575941485234498,720575940609291214,32405
720575941611330022,720575940617916450,88753
720575941426661460,720575940647651892,806237
720575941572358664,720575940621781537,911297
720575941490627785,720575940630539794,936446
720575941439205205,720575940635236447,139730
720575941570793288,720575940635102571,145639
720575941503152690,720575940621452065,99706
720575941456930797,720575940625778428,940733
720575941548815393,720575940614932630,936437
720575941438213599,720575940618283777,149766
720575941447162132,720575940629573647,75373
720575941553836545,720575940619679414,84033
720575941459116528,720575940633539276,128998
720575941449306717,720575940614242207,82053
720575941447783444,720575940634990271,158622
720575941592445291,720575940620235867,133361
720575941564179456,720575940609329347,20605
720575941688865292,720575940620967679,914648
720575941439716699,720575940624742158,532771
720575941559579693,720575940626351256,84617
720575941490789838,720575940636298047,808386
720575941510545936,720575940616746530,521007
720575941443050154,720575940611268266,62833
720575941459923396,720575940624154632,535890
720575941620045439,720575940612321194,512793
720575941474889521,720575940624075824,810821
720575941602711737,720575940636623844,118255
720575941555466323,720575940621656541,514635
720575941637950239,720575940607014530,20239
720575941479553987,720575940615850975,107802
720575941473848362,720575940645169608,183578
720575941555877860,720575940624273958,109524
720575941445098922,720575940622879882,29249
720575941553326081,720575940624688528,131799
720575941535266738,720575940630903287,511794
720575941534941962,720575940615753099,109015
720575941503643813,720575940629954127,60818
720575941554841828,720575940618567425,542630
720575941453036615,720575940614647806,812880
720575941576171702,720575940634915991,808753
720575941565866647,720575940624366055,14046
720575941514067546,720575940627635473,44870
720575941574251702,720575940624342309,539907
720575941630239714,720575940613016805,802610
720575941504280882,720575940643738784,110500
720575941431686158,720575940622867436,72143
720575941643792978,720575940625439560,103067
720575941499725986,720575940621013840,180623
720575941559463725,720575940636309940,51393
720575941522796535,720575940624496876,177428
720575941504796732,720575940621837192,802542
720575941559334415,720575940631278184,104314
720575941414181012,720575940615455742,75948
720575941559700974,720575940621445569,814291
720575941534879754,720575940628264725,50762
720575941640314911,720575940612926578,81399
720575941393212310,720575940609518859,104034
720575941557538319,720575940625985098,124938
720575941414498449,720575940633558189,81290
720575941549445236,720575940639569973,100113
720575941515169427,720575940627788032,116572
720575941618569343,720575940605309984,70877
720575941518754220,720575940629533456,81832
720575941527355302,720575940620450031,808029
720575941505756695,720575940614844603,84882
720575941405745455,720575940635459726,127584
720575941449417082,720575940627586920,100226
720575941644617592,720575940616056806,35349
720575941535197722,720575940635636404,96579
720575941558538867,720575940627717314,83289
720575941652129241,720575940609244110,127296
720575941565527047,720575940619312705,21246
720575941472130315,720575940611712661,98878
720575941510044882,720575940613580594,127828
720575941483505350,720575940628782202,539256
720575941576954961,720575940621292710,101619
720575941551442494,720575940621394714,809502
720575941478798466,720575940622427516,139958
720575941650753297,720575940624016664,119014
720575941513840963,720575940614165758,75394
720575941439876319,720575940622091903,113276
720575941513881859,720575940608688942,58314
720575941460129988,720575940619590081,98657
720575941649159189,720575940609567957,39334
720575941491113447,720575940623900259,70330
720575941479106690,720575940617972966,38370
720575941449852794,720575940617942336,172609
720575941597800384,720575940621876833,203374
720575941624601243,720575940630454076,816824
720575941457684383,720575940629423915,45750
720575941560566543,720575940639106613,556680
720575941644347848,720575940627750202,112341
720575941539369621,720575940625088700,199504
720575941669603505,720575940636894953,49511
720575941525792356,720575940637305712,155824
720575941575125608,720575940631108559,112696
720575941518439384,720575940615749051,804334
720575941573687291,720575940612837490,63700
720575941552358657,720575940618616916,128943
720575941609222218,720575940617282117,804192
720575941468989760,720575940629304219,71680
720575941687647500,720575940632345960,129191
720575941451667881,720575940631248844,814722
720575941629786918,720575940626139024,122059
720575941439515327,720575940627287306,133390
720575941431300856,720575940637426495,113799
720575941506765602,720575940607820489,823471
720575941429258671,720575940627143098,806080
720575941450543994,720575940655073953,111442
720575941703419610,720575940632594489,60549
720575941574905014,720575940640046477,196806
720575941565497910,720575940621586112,61835
720575941538378226,720575940610290162,16193
720575941644689569,720575940625503369,80644
720575941404863856,720575940621013517,33218
720575941458373587,720575940626770792,64031
720575941431345166,720575940629413635,24335
720575941594988327,720575940622751820,68353
720575941536200218,720575940636189295,102801
720575941654592985,720575940614282291,115154
720575941443383210,720575940624082788,129871
720575941439991487,720575940628732790,20550
720575941579662417,720575940635733172,806547
720575941538355349,720575940639276093,816731
720575941490246601,720575940632517391,524803
720575941603813054,720575940614557078,44883
720575941435988768,720575940627368469,106841
720575941572780809,720575940635422560,98518
720575941563256978,720575940630265163,66106
720575941688757772,720575940622950084,813499
720575941491182055,720575940628424325,28056
720575941475696490,720575940621579503,75258
720575941504289730,720575940626434822,21329
720575941547111092,720575940635629163,24812
720575941573322760,720575940633301073,66463
720575941515064979,720575940625845647,56127
720575941511836882,720575940639800910,101522
720575941483129798,720575940614174098,46808
720575941519811251,720575940625694768,238697
720575941554381313,720575940627188410,802288
720575941434173216,720575940627718984,159392
720575941478608207,720575940632920135,96222
720575941687442038,720575940627471633,812459
720575941564266903,720575940628881670,66248
720575941435581740,720575940629070339,54660
720575941437250783,720575940625152329,1054556738
720575941651536113,720575940628762985,98834
720575941516624600,720575940620283864,83769
720575941626012571,720575940622091558,50272
720575941553175194,720575940629009926,24909
720575941438332204,720575940635333728,27302
720575941574988809,720575940620759841,93686
720575941498946529,720575940620120990,85995
720575941505141015,720575940644090135,79586
720575941669893041,720575940638744410,58811
720575941514062426,720575940661333889,549360
720575941562645160,720575940641349840,47388
720575941579692153,720575940614230191,20487
720575941445750036,720575940632288815,809039
720575941543190045,720575940610905202,904854
720575941540388813,720575940625768506,525812
720575941466737494,720575940631573034,55774
720575941613452441,720575940631143213,76314
720575941568083450,720575940639852085,70471
720575941407117359,720575940625098115,94259
720575941588800567,720575940623537366,104858
720575941537647821,720575940626289701,63886
720575941531579365,720575940622630837,22337
720575941619912293,720575940616811220,50801
720575941514604291,720575940627055106,40495
720575941574940008,720575940630622250,164224
720575941471977536,720575940625750098,789003564
720575941576650856,720575940617843541,801720
720575941508787073,720575940619133878,910034
720575941478756431,720575940648685444,114856
720575941640797983,720575940612593301,56568
720575941437086994,720575940625967390,115354
720575941506007717,720575940628667828,539070
720575941564871570,720575940640767907,96520
720575941566478439,720575940660084609,65739
720575941391723670,720575940639065828,54048
720575941625532268,720575940620597707,55722
720575941586363716,720575940628266834,63677
720575941412711572,720575940631144109,23331
720575941462092432,720575940625811337,55169
720575941436748306,720575940639688064,36683
720575941452310138,720575940601067436,150420
720575941540349645,720575940620659053,512796
720575941574599862,720575940640713680,138796
720575941731571243,720575940612033429,83059
720575941513772179,720575940635887467,548269
720575941559054607,720575940631829279,78381
720575941462739344,720575940621176837,18802
720575941586360798,720575940631805999,805597
720575941670244273,720575940626148520,75896
720575941652716305,720575940624019652,558758
720575941413079185,720575940612219562,29922
720575941595267877,720575940614355010,812768
720575941512951884,720575940612633770,132559
720575941560704813,720575940630784000,43227
